datetime,id,name,geoid,geoname,value
2014-03-19 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.25958333333333
2014-03-20 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,35.04708333333333
2014-03-21 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,18.098333333333333
2014-03-22 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,17.535
2014-03-23 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,29.2
2014-03-24 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,9.64875
2014-03-25 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,16.489583333333332
2014-03-26 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.54125
2014-03-27 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.0375
2014-03-28 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,27.63375
2014-03-29 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,25.677391304347825
2014-03-30 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,34.8025
2014-03-31 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,21.251666666666665
2014-04-01 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,33.83833333333333
2014-04-02 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,30.621666666666666
2014-04-03 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,10.11875
2014-04-04 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,19.87333333333333
2014-04-05 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,23.14958333333333
2014-04-06 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,33.95083333333333
2014-04-07 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,35.65541666666667
2014-04-08 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,32.57416666666666
2014-04-09 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,33.689166666666665
2014-04-10 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,28.74
2014-04-11 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,12.905
2014-04-12 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,12.37875
2014-04-13 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,26.10833333333333
2014-04-14 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.20041666666667
2014-04-15 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.29625
2014-04-16 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,25.17541666666667
2014-04-17 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,24.142916666666668
2014-04-18 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,23.43291666666667
2014-04-19 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,16.35
2014-04-20 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,31.0375
2014-04-21 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,28.63583333333333
2014-04-22 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.18708333333333
2014-04-23 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,32.27208333333333
2014-04-24 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,11.873333333333333
2014-04-25 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,9.953333333333333
2014-04-26 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,15.172916666666667
2014-04-27 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,35.26541666666667
2014-04-28 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,35.80583333333333
2014-04-29 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.63333333333333
2014-04-30 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,28.87708333333333
2014-05-01 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,22.85458333333333
2014-05-02 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,27.86916666666667
2014-05-03 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,38.99541666666666
2014-05-04 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.05458333333333
2014-05-05 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.71958333333333
2014-05-06 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.775
2014-05-07 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.2375
2014-05-08 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.120416666666664
2014-05-09 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,47.38916666666667
2014-05-10 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.2425
2014-05-11 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.72041666666666
2014-05-12 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,38.75708333333333
2014-05-13 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.08875
2014-05-14 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,42.23
2014-05-15 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.83125
2014-05-16 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,32.54875
2014-05-17 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.02416666666666
2014-05-18 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.83583333333333
2014-05-19 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.1225
2014-05-20 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.49041666666667
2014-05-21 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,36.34875
2014-05-22 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.85416666666666
2014-05-23 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.95166666666667
2014-05-24 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.61666666666667
2014-05-25 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.08958333333333
2014-05-26 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.95583333333333
2014-05-27 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.07375
2014-05-28 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.51166666666666
2014-05-29 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,50.1875
2014-05-30 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,44.255
2014-05-31 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,38.5325
2014-06-01 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.47666666666667
2014-06-02 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.21083333333333
2014-06-03 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,50.25041666666666
2014-06-04 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.4775
2014-06-05 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,44.151666666666664
2014-06-06 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.12083333333333
2014-06-07 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.09916666666667
2014-06-08 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.94708333333333
2014-06-09 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.18541666666667
2014-06-10 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,55.24
2014-06-11 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,58.37458333333333
2014-06-12 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.90291666666667
2014-06-13 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.34
2014-06-14 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,19.712916666666672
2014-06-15 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.17666666666667
2014-06-16 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.07625
2014-06-17 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.43
2014-06-18 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,59.51875
2014-06-19 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,62.50333333333333
2014-06-20 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,55.25416666666667
2014-06-21 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.15958333333333
2014-06-22 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,63.3725
2014-06-23 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,64.63208333333333
2014-06-24 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.32291666666666
2014-06-25 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.37833333333333
2014-06-26 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,62.9
2014-06-27 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,44.27
2014-06-28 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,36.05583333333333
2014-06-29 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.44875
2014-06-30 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.8825
2014-07-01 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.71625
2014-07-02 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.94
2014-07-03 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.3225
2014-07-04 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.22625
2014-07-05 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,37.775
2014-07-06 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.04041666666666
2014-07-07 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.91541666666666
2014-07-08 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,39.5575
2014-07-09 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,38.82375
2014-07-10 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.61208333333333
2014-07-11 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,44.90333333333334
2014-07-12 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.120416666666664
2014-07-13 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.86791666666666
2014-07-14 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.06541666666666
2014-07-15 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.79958333333333
2014-07-16 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.62166666666667
2014-07-17 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.7
2014-07-18 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.20916666666667
2014-07-19 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,36.28791666666667
2014-07-20 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.95333333333333
2014-07-21 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.44666666666666
2014-07-22 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.58291666666667
2014-07-23 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.32833333333333
2014-07-24 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.07791666666667
2014-07-25 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.38541666666666
2014-07-26 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.47791666666666
2014-07-27 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.12125
2014-07-28 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,44.88458333333333
2014-07-29 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.54416666666667
2014-07-30 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.33083333333333
2014-07-31 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.42666666666667
2014-08-01 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.66958333333334
2014-08-02 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.2075
2014-08-03 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.94166666666667
2014-08-04 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.93583333333334
2014-08-05 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.50416666666667
2014-08-06 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.24958333333333
2014-08-07 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,50.66375
2014-08-08 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.3425
2014-08-09 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.64208333333333
2014-08-10 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,50.79875
2014-08-11 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.4975
2014-08-12 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,44.49875
2014-08-13 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.47291666666667
2014-08-14 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.25916666666666
2014-08-15 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,41.73458333333333
2014-08-16 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.2875
2014-08-17 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.39833333333333
2014-08-18 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.38458333333333
2014-08-19 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.16666666666666
2014-08-20 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.64625
2014-08-21 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.1325
2014-08-22 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.13625
2014-08-23 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.8225
2014-08-24 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.41291666666667
2014-08-25 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.74583333333333
2014-08-26 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.34958333333334
2014-08-27 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,57.02458333333333
2014-08-28 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,57.23375
2014-08-29 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.68958333333333
2014-08-30 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,46.95833333333334
2014-08-31 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.55625
2014-09-01 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,58.61416666666667
2014-09-02 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.14583333333334
2014-09-03 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,67.25208333333333
2014-09-04 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,63.12416666666667
2014-09-05 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,58.45083333333334
2014-09-06 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.87
2014-09-07 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,62.22458333333334
2014-09-08 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,65.39041666666667
2014-09-09 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,61.70958333333334
2014-09-10 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.69708333333333
2014-09-11 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,59.41541666666666
2014-09-12 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.82083333333333
2014-09-13 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.45875
2014-09-14 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,61.11333333333334
2014-09-15 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.21125
2014-09-16 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,52.44083333333333
2014-09-17 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,54.85791666666667
2014-09-18 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,58.56583333333333
2014-09-19 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.96625
2014-09-20 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.43666666666667
2014-09-21 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,59.62083333333333
2014-09-22 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,62.68541666666667
2014-09-23 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.05333333333334
2014-09-24 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,58.86
2014-09-25 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.19083333333333
2014-09-26 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.92
2014-09-27 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.93791666666666
2014-09-28 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,66.1275
2014-09-29 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,66.97708333333334
2014-09-30 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,61.30625
2014-10-01 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,62.01916666666666
2014-10-02 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,69.90625
2014-10-03 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,62.45791666666667
2014-10-04 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,47.3525
2014-10-05 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.45916666666667
2014-10-06 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.73541666666666
2014-10-07 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,48.745
2014-10-08 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,53.92541666666666
2014-10-09 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,71.06166666666667
2014-10-10 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,62.57583333333334
2014-10-11 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,42.82833333333333
2014-10-12 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.19291666666667
2014-10-13 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.557916666666664
2014-10-14 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.40625
2014-10-15 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.045
2014-10-16 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,42.782916666666665
2014-10-17 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,40.90958333333333
2014-10-18 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,43.75166666666666
2014-10-19 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,58.175
2014-10-20 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,64.98958333333333
2014-10-21 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.07583333333334
2014-10-22 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.89125
2014-10-23 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.56625
2014-10-24 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,56.6425
2014-10-25 22:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,49.5572
2014-10-26 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,64.12958333333333
2014-10-27 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,60.72291666666667
2014-10-28 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,63.49666666666667
2014-10-29 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,63.07916666666666
2014-10-30 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,51.41125
2014-10-31 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,57.27208333333334
2014-11-01 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.95541666666666
2014-11-02 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,44.79416666666667
2014-11-03 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,45.098333333333336
2014-11-04 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,55.46166666666666
2014-11-05 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,57.82916666666666
2014-11-06 23:00:00,600,Precio mercado SPOT Diario ESP,3.0,España,50.15125
